video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"iqQF1cRqRG0","[#어습티비] “네, 돌아왔습니다” 김사부 보다 센 새로운 센터장 강동주 등장?! #낭만닥터김사부3 #DrRomantic3 #SBSdrama","2023-06-04T01:00:13Z","UC6erIDuvbOaAO-OT5rB2Xew","SBS Drama","24","23.08.06","sbs|sbs드라마|sbs드라마다시보기|sbs드라마하이라이트|금토드라마|금토드라마다시보기|금토드라마하이라이트|낭만닥터김사부|낭만닥터김사부3|낭만닥터김사부3다시보기|낭만닥터김사부3하이라이트|낭만닥터김사부시즌311회|낭만닥터김사부시즌312회|한석규|안효섭|이성경|이신영|김민재|진경|유연석|이경영|20230604","458577","0","0","336","https://i.ytimg.com/vi/iqQF1cRqRG0/default.jpg","False","True","어떡해, 스브스 드라마 보다가 티비 속으로 빠져버렸어#어습티비 #낭만닥터김사부3 #이경영 #한석규 #유연석 #안효섭몰입하게 되는 김사부 보다 센 새로운 센터장 강동주 등장을 공개합니다!SBS 금토드라마 ‘낭만닥터 김사부3 (Dr.Romantic3)’☞ 금, 토 밤 10시 본방송▶ Homepage : https://www.sbs.co.kr/tv/drama▶ Subscribe SBS Drama : https://bit.ly/2ShWout"
"BMjUn8EL3Mg","TO DO X TXT - EP.111 Boys Leaping Through Time ~Walkie-Talkie Trip~ Part 2","2023-06-05T12:00:00Z","UCtiObj3CsEAdNU6ZPWDsddQ","TOMORROW X TOGETHER OFFICIAL","10","23.08.06","투모로우바이투게더|TOMORROW X TOGETHER|TXT|연준|수빈|휴닝카이|태현|범규|YEONJUN|SOOBIN|HUENINGKAI|TAEHYUN|BEOMGYU|빅히트뮤직","298242","0","0","1343","https://i.ytimg.com/vi/BMjUn8EL3Mg/default.jpg","False","True","TO DO X TXT - EP.111 Boys Leaping Through Time ~Walkie-Talkie Trip~ Part 2Connect with TOMORROW X TOGETHER:https://ibighit.com/txthttps://twitter.com/TXT_bighithttps://twitter.com/TXT_membershttps://www.facebook.com/TXT.bighithttps://www.instagram.com/txt_bighithttps://www.tiktok.com/@txt.bighitent https://weverse.io/txthttps://www.weibo.com/TXTbighithttps://space.bilibili.com/3493085912763265/#투모로우바이투게더 #TOMORROW_X_TOGETHER #TXT #TODO"
"NU5X-txt9uU","[EN] 이연복, 정호영이 교수인 과 [한호전 호텔조리과] | 전과자 ep.25","2023-06-01T09:00:21Z","UCRmm8763aqO0CoeLCA2jNSA","ootb STUDIO","24","23.08.06","오오디디|오오티디|ootd|oodf|ootv|전가자|전까자|전꽈|전과|정과ㅏㅈ|이차섭|이차ㅓ서|이창썹|이차저|ㅎ꾜|학교|대학|대학교|대핵|일식|중식|튀김|요리|레시피","2039700","0","0","2289","https://i.ytimg.com/vi/NU5X-txt9uU/default.jpg","False","True","“미쳤나봐 어떻게 이런 맛이 나..?🤭”호텔조리과 가서 천상계 음식 맛보고 옴!이연복 교수님, 정호영 교수님께 특급 비법 전수받은 전과자!하루 만에 요리왕 비룡으로 거듭나다?공감과 정보와 추억을 모두 담은캠퍼스 문화 부흥 프로젝트📚 매일 전과하는 남자 [전과자] 📚 매주 목요일 오후 6시#ootbSTUDIO #이창섭 #전과자"
"2_mdsuxMtsc","[lil-로그] 시차의 시차의 시차를 적응하는 남자 episode-54","2023-06-04T03:00:01Z","UC4Hdu68t2vXF3cw7-a64GgQ","리틀 성엽","22","23.08.06","장성엽|리틀성엽|리틀|성엽|만두빌더|고립먹방|개그맨빌더|헬스|휘트니스|다이어트|릴로그|브이로그|힙합|보디빌더|웃긴운동|웃긴보디빌더|개그맨헬스|개그맨보디빌더|올림피아","173975","0","0","398","https://i.ytimg.com/vi/2_mdsuxMtsc/default.jpg","False","True","#리틀성엽 #장성엽 #토론토프로------------------------------------------------------------------------------------------  리틀성엽/ little sung yup instagram  : https://instagram.com/themass_212-  business e-mail : gokyungltd@gmail.com- 리틀성엽 굿즈 구매 사이트 [풀렛폼] : http://naver.me/xKYaukFd-머슬암드 구매 사이트 : https://musclearmed.com"
"okj_YDIr5R8","[ENG/JPN] 요가🧘🏻부터 장기자랑🕺🏻까지 대낮부터 폭주하는 게 특(⭐️)기인 스트레이키즈 | 아이돌 인간극장","2023-06-03T12:00:09Z","UCru-NhkqWnxg7-b5Q579YfA","아이돌 인간극장","10","23.08.06","KBS|KBSKPOP|StudioK|케이비에스|케이팝|스튜디오케이|스튜디오K|아이돌 인간극장|아이돌 인생극장|아인극|인간극장|아이돌인간극장|하이퍼 페이크 리얼리티|스트레이 키즈|특|5star|5 star|스키즈|SKZ|stray kids|Stray Kids|S class|현진|리노|필릭스|파랑머리|방찬|창빈|승민|아이엔|한|hyunjin|스테이|rino|filix|bangchan|changbin|seungmin|in|han|리무진서비스|jyp|쓰리라차","1070984","0","0","2089","https://i.ytimg.com/vi/okj_YDIr5R8/default.jpg","False","True","#스트레이키즈 #특 #아이돌인간극장[특]급 컴백한 스트레이 키즈의[특]별한 수련회에 스테이들을 초대합니다!대본 없는 리얼(?) 다큐 [아이돌 인간극장]에 오신 여러분모두 환영합니다🎉Everyone, welcome to real (?) documentary no script [Idol Human Theater]🎉 More from #KBSKPOPTwitter:      https://twitter.com/idolhumandocu🎥제작 : STUDIO K📩비즈니스 문의 : officialstudiokk@gmail.com"
"CYW_tScw7fI","텐트도, 물도, 비상식량도 없이 떠나는 극강의 무인도 생존│특수부대 출신이 무인도에서 살아남는 방법│나뭇가지로 불 피우기│떠밀려온 바다쓰레기로 생존하기│한국기행│#골라듄다큐","2023-06-03T06:00:08Z","UCFCtZJTuJhE18k8IXwmXTYQ","EBSDocumentary (EBS 다큐)","19","23.08.06","EBS|EBS documentary|EBS 다큐멘터리|다큐|docu|무인도|바다|섬|부부|행복|인생|드라마|자연|자연산|군인|군인출신|생존|생존하는방법|생존남녀|극한|군대|진짜사나이|가짜사나이|더솔져스|육군|공군|해군|해병대|특전사|유디티","992716","0","0","1022","https://i.ytimg.com/vi/CYW_tScw7fI/default.jpg","False","True","※ 이 영상은 2023년 5월 16,17일에 방송된 ＜한국기행 - 한숨 돌리러 갈지도2,3부 고립 낙원! 무인도 생존의 법칙＞의 일부입니다.‘힘들어야 힐링’이라며 무인도로 생존 캠프를 떠나는 이들이 있다!‘대장’ 김철주 씨를 중심으로 직장 동료이자 특수부대 출신이라는 공통 분모로 모인 다섯 남자!지난해 여름, 한국기행을 통해 무인도로 여름의 밥심을 찾아 떠났던 그들이 봄을 맞아 다시 한번 뭉쳤다!이번에는 텐트도, 물도, 비상식량도 없이오로지 생존 장비만을 챙겨 떠나는 극강의 생존 캠프로인천 옹진군 하공경도 향한다!생필품 하나 없이 떠나온 무인도지만 다 살길이 있단다.파도에 밀려온 해양쓰레기에서 생존 물품 확보!주워온 냄비는 모래로 깨끗이 닦아 내고산과 바다에서 채취한 엄나무 순과 바닷물에 삶은 고동으로 끼니를 해결한다.그러나 무인도에서의 생존이 어려운 건 예측이 불가능하다는 것!갑작스럽게 추워진 날씨에 대장 철주 씨가대나무를 이용해 불을 피우기에 나섰다!바닷가라 대나무가 다 젖어있어 1시간이 넘도록 불이 붙질 않는데과연 그들은 성공할 수 있을까?남들이 보기엔 고생도 이런 생고생이 없지만,그들에게는 지친 일상에서 벗어나 힘을 얻는 고립 낙원이라는무인도에서 생존을 위해 가장 필요한 것은 물과 식량!바닷물을 이용해 식수부터 만들고식량 확보를 위해 아찔한 절벽 아래까지 내려가 열매를 따보지만끼니를 해결하기엔 턱없이 부족한 상황.생존 위기에 봉착한 다섯 남자는고심 끝에 인근에 또 다른 무인도로 옮겨 가기로 하는데!생존 한 끼의 성패가 달린 상경공도에서의 바다 입수,과연 그 결과는?한시도 눈을 뗄 수 없는 그들의 무인도 생존 기행을 만나본다.✔ 프로그램명 : 한국기행 - 한숨 돌리러 갈지도2,3부 고립 낙원! 무인도 생존의 법칙✔ 방송 일자 : 2023.05.16~17#골라듄다큐 #한국기행 #무인도 #여행 #섬 #바다 #오지 #귀촌 #인생 #드라마 #행복 #특전사 #특수부대 #야영 #숙영 #비박 #야전 #육군 #해군 #공군 #해병대 #군대 #군인 #진짜사나이"
"YbZjZQYYis8","ENG│동대문 갔다가 워터볼, 레진반지 가득 만들기. 할라피뇨불닭, 접어만든 포켓 또띠아","2023-06-04T07:53:44Z","UCPaApoLkmPqxCeZF7gjoc3w","planD플랜디","22","23.08.06","#자취브이로그|#자취일상|#자취요리|#집순이브이로그|#자취|#자취방|#자취생브이로그|#자취인테리어|#일상브이로그|#집밥|#집밥브이로그","630523","0","0","598","https://i.ytimg.com/vi/YbZjZQYYis8/default.jpg","False","True","🌷 @_plan_dhttps://www.instagram.com/_plan_d/안녕하세요 여러분이번 영상은 처음으로 레진반지 만든 일상을 가져왔어요.양손 가득 반지 껴보기 로망 실현 했는데 ㅎㅎ 장난감같고 귀여웠습니다광장시장 팝업에서 혼술도 했는데 느긋한 마음도 들고 좋았어요그럼 이번에도 편히 봐주세요🥪영상에 나온것들🍲포켓 또띠아│ 또띠아 샌드위치│ 동대문 종합시장미니어몰│ 광장시장│ 제주위트 팝업스토어│ 광장 누룽지 닭강정 │ 잡채김밥│ 할라피뇨 불닭볶음면또띠아 나쵸│ 레진아트│ 레진반지 만들기레진 워터볼 만들기│ 잡채김말이│ 오징어덮밥뭇국 │ 깍두기 만들기🍽주방용품 소개, 키친투어 영상🍽 https://youtu.be/r6-if24Ldhg🌟언박싱여름자켓│ 룩캐스트_모라 콤비 트위드 자켓 / MORA COMBI TWEED JACKET원피스│ 올리브 데 올리브_ 라운드 배색 카라 미니 원피스 OW3MO4160컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com"
"V0RjVIEZu6I","그놈이 왔다","2023-06-03T03:00:20Z","UCaxbXRPhdHPXjM-e-F00LVA","띱 Deep","23","23.08.06","동영상|공유|카메라폰|동영상폰|무료|올리기|스케치코미디|개그|코믹숏무비|김규남|윤태용|윤혁준|여름|에어컨","944217","0","0","1282","https://i.ytimg.com/vi/V0RjVIEZu6I/default.jpg","False","True","#띱 #여름  #스케치코미디 여름 에어컨어두운반팔남 / 윤혁준 - https://www.instagram.com/yhjune/밝은반팔남 / 윤태용 - https://www.instagram.com/actor_y16/검은티여 / 김규남 - https://www.instagram.com/knamiiiiii/"
"JvFf60pn5oc","(SUB)[전지적 할부지 시점] “이게…딸기…??🍓” 태어나서 처음으로 딸기를 맛본 바오가족의 반응ㅋㅋㅋ│에버랜드 판다 사육사 Vlog🐼","2023-06-02T09:02:38Z","UCZ7doeBcNloN5tJySQtcQCQ","말하는동물원 뿌빠TV","15","23.08.06","Panda|푸바오|福宝|아기 판다|에버랜드|판다|강바오|할부지|푸바오 엄마|푸바오 아이바오|푸바오 중국|애기 판다|판다 사육사|판다 유튜브|자이언트 판다|에버랜드 판다|Everland|Everland Panda|baby panda|판다월드|아이바오 푸바오|판다 푸바오|판다 아이바오|바오 가족|아이바오|러바오|사육사|동물농장|Fubao|Aibao|Lebao|유퀴즈|유퀴즈 강철원|유퀴즈 판다|유퀴즈 푸바오|유퀴즈 판다 사육사|강철원 사육사|사육사 브이로그|에버랜드 브이로그|vlog|zookeeper|zookeeper vlog|먹방|푸바오 먹방","834653","0","0","844","https://i.ytimg.com/vi/JvFf60pn5oc/default.jpg","False","True","【전지적 할부지 시점🐼】할부지의 일상을 궁금해하는뿌딩이들을 위해 준비했어✨돌아온 '강바오 브이로그'✨많은 역할을 소화해 내고 있는슈스 할부지의 일상!그리고 딸기를 처음 맛본바오 가족들의 반응까지🍓지금 바로 영상에서 확인해 봐!좋아요와 구독도 잊지 말기🌿#푸바오 #아이바오 #러바오 #판다 #사육사 #브이로그 #놀면뭐하니 #판다월드 #전할시 #에버랜드 #Fubao #Panda #Everland"
"IupbGUtfOT0","30가지 음식이 천원인 일본 피시방 가보기","2023-06-03T06:36:02Z","UCaJCF6bmhG2wqPF3jA9gS4w","유우키의 일본이야기 YUUKI","22","23.08.06","[none]","787805","0","0","1215","https://i.ytimg.com/vi/IupbGUtfOT0/default.jpg","False","True","싸다!!!"
"iD4XvGMVgzA","나 월차 2000개 있어!","2023-06-03T09:00:32Z","UC1x03ziDHPct2xTikLyfMDA","킥서비스","23","23.08.06","스케치코미디|숏무비|2033년|킥서비스|싱글벙글|숏박스|개그맨|개그콘서트|개콘|개그우먼|피식대학|메타코미디클럽|메코클|엄지렐라|빵송국|이호창|이창호|코미디빅리그|코빅","855721","0","0","785","https://i.ytimg.com/vi/iD4XvGMVgzA/default.jpg","False","True","#2033년 #스케치코미디 #직장인 #킥서비스안녕하세요~! 킥킥이여러분!!이번엔 2033년에 '직장인'에게 벌어지는 우당탕탕 좌충우돌에피소드를 준비 하였습니다 ^^부상중임에도 열연을 펼쳐준 유튜브 '180초' 채널의 이승환군과장소 협조를 해주신 ES STUDIO 발산점 감사합니다 ^^음악출처  https://www.youtube.com/watch?v=GuRM-iyts2A&t=53s"
"DMDJt9x8LlI","지민 (Jimin) '편지 (Dear. ARMY)' Live Clip #2023BTSFESTA","2023-06-07T13:00:09Z","UCLkAepWjdylmXSltofFvsYQ","BANGTANTV","10","23.08.06","방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin","2561734","0","0","71290","https://i.ytimg.com/vi/DMDJt9x8LlI/default.jpg","False","True","#지민 #Jimin #편지 #Dear_ARMY✍️ LyricsWhat should I say And how should I say itI’m not so good at thisI know it may seem clichéBut I’ll try not to make it sound so light As I convey these wordsI say oh oh I want you to be happierWhenever I stumbled and fellYou, who reached out your hand to meI say oh oh Now I’ll be the one to hold you upWhenever you wanna crySo you won’t fallEven after time passes byWill we stay the same?Just like when we first metIf you and I are togetherEven the desert can turn into a seaJust like the way we used to beI say oh oh I hope this lasts foreverWhen I was lost in the cold winterYou came to me like a warm spring dayI say oh oh I will always cherishThe relationship between usAnd the moments we filled it withBaby, don’t leaveJust stay by my side, yeahYou who saw someone much greater in me than myselfTo give you in return everything you have given meAnd to keep my promises to you Don’t you worry By your side I’ll always stay, yeahThough we don’t know what lies aheadIt can be scary, it can be daunting  But never forget that we are togetherI know it may seem clichéBut I’ll try not to make it sound so light As I convey these wordsConnect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://btsblog.ibighit.com"
"VDodzdqaBMU","[ENG] (속보) 용인 푸씨 푸바오, 송바오에게 배신감 느껴.. 충격","2023-06-02T09:00:21Z","UCmzN1qaCzjKtezHbzJXGvxg","에버랜드 - EVERLAND","24","23.08.06","에버랜드|판다월드|강철원|판다사육사|강바오|송바오|송영관|푸바오사육사|판다짤|푸바오덕질|아가푸바오|아기동물|아기판다|판다로그|판다|푸바오|아이바오|러바오|동물|바오가족|바오패밀리|에버랜드판다|사파리|로스트밸리|동물원|동물교감|동물농장|애니멀봐|롯데월드|서울랜드|경주월드|레고랜드|놀이공원|힐링짤|동물영상|유퀴즈|뿌빠tv|everland|fubao|panda|aibao|lebao|cubs","666652","0","0","685","https://i.ytimg.com/vi/VDodzdqaBMU/default.jpg","False","True","🐼: 에베ㅔ퉤ㅔ에테ㅔ 으으 이게 모에요!!!!!구충제 먹은 판다 푸바오 현실 리액션 ㅋㅋㅋㅋㅋ송바오만의 약 먹이는 꿀팁은??+ 우당탕당 아기판다 푸바오의 하루 + 초여름맞이 냉면, 댓잎아이스크림, 얼음장화 + 판다월드의 새식구 까바오까지💛#푸바오 #러바오 #아이바오 #판다와쏭 #송바오-에버랜드 SNS✔ 블로그_ https://www.witheverland.com✔ 인스타그램_ https://instagram.com/witheverland✔ 페이스북_ https://facebook.com/witheverland✔ 말하는동물원 뿌빠TV_ https://bit.ly/3bliNzq✔ 동물원 커뮤니티 '주토피아'_ https://bit.ly/409FvUc"
"XkiANWlxz9U","요즘 물가에 이렇게 준다고요?? 단골들만 몰래 가는 가성비 숙성횟집에 다녀왔습니다!","2023-06-04T01:00:10Z","UCoLPofyAZuuq6v4EWrWRguw","회사랑RawFishEater","22","23.08.06","회사랑|회맛집|횟집|가성비|초밥|회먹방","141035","0","0","80","https://i.ytimg.com/vi/XkiANWlxz9U/default.jpg","False","True","줄거리 : 서울에서 보기 드문 가성비&맛 둘 다 잡은 숙성횟집*식당정보- 식당명 : 동해안이야기- 식당위치 : 서울 광진구 면목로 167- 전화번호 : 02-469-2649- 영업시간 : 15:00-22:00(월요일 휴무)- 리뷰 메뉴 : 숙성회(소/37,000원), 전복물회(소/20,000원)#회사랑 #가성비 #동해안이야기 #숙성회 #물회 #중곡동맛집"
"_nj0iT4I4sc","이강인을 강력하게 원하는 'AT 마드리드', 이강인에게 좋은 선택일까? | 한준희 분석","2023-06-03T05:00:19Z","UCdh5nloZ9eo5YpZ2DRWwIew","새벽의 축구 전문가","17","23.08.06","이강인|한준희|축구|라리가|at마드리드|프리미어리그|맨유|맨시티|아스톤빌라|시메오네|마요르카|무리키","321074","0","0","467","https://i.ytimg.com/vi/_nj0iT4I4sc/default.jpg","False","True","이번시즌 이강인은 충격적이었다비즈니스 & 기타 문의 :fenomino92@gmail.cominstagram.com/fenomino_92/#이강인 #마요르카 #아기레 #라리가 #프리미어리그 #맨시티 #토트넘 #세리에 #나폴리 #아틀레티코마드리드"
"qE9GFClh_Oo","임영웅 - 모래 알갱이 M/V TEASER","2023-06-01T23:00:19Z","UC3WZlO2Zl8NE1yIUgtwUtQw","임영웅","10","23.08.06","미스터트롯|트로트|임영웅|트로트영웅|포천의아들|아침마당|판듀|전국노래자랑|영웅|홍대트로트|뭣이중헌디|계단말고 엘리베이터|kbs|가요무대|도전꿈의무대|박서진|진달래|천재원|명지|성국|미스트롯|장윤정|박현빈|박상철|박구윤|현장스케치|예능|트롯|TV조선|사랑의콜센타|뽕숭아학당|hero|imhero|이제나만믿어요|이나믿|별빛같은나의사랑아|별나사","756252","0","0","5608","https://i.ytimg.com/vi/qE9GFClh_Oo/default.jpg","False","True","#임영웅 #LimYoungWoong #모래알갱이임영웅 웅튜브 구독♡좋아요♡알람설정열심히 할게요/당신도 누를 수 있도록 Lim Young Woong  [I'm HERO] Youtube ChannelSubscribe Like Alert Setting Thank You♡공식 팬카페 [영웅시대]http://cafe.daum.net/hero0616"
"yZMrNkVtDfQ","[나는 SOLO] 현숙♥영수, 영숙♥경수, 영자♥상철, 현커는 과연 누구?!","2023-05-31T22:45:03Z","UCIfadKo7fcwSfgARMTz7xzA","촌장엔터테인먼트TV","24","23.08.06","나는솔로|나는SOLO|애정촌|데프콘|이이경|전효성|스트레인저|솔로나라|데이트|데이팅프로그램|미팅|결혼|소개팅|SBSPlus|솔로|solo|커플|듀오|영수|영호|영식|영철|정수|종수|정식|순자|영자|정순|정숙|영숙|영순|정자|송해나|옥순|현숙|광수|상철|ENA","686501","0","0","919","https://i.ytimg.com/vi/yZMrNkVtDfQ/default.jpg","False","True","안녕하세요 촌장엔터테인먼트입니다.결혼을 간절히 원하는 솔로 남녀들이 모여 사랑을 찾기 위해 고군분투하는 극사실주의 데이팅 프로그램 '나는 솔로'SBS Plus, ENA에서 매주 수요일 밤 10시 30분에 방영됩니다.2011년 짝 제작진이 그대로 모여 만드는 새로운 데이팅 프로그램우리는 여전히 결혼을 하고 싶은 분들을 위해 짝을 찾아주고자 합니다.솔로나라에서 사랑을 찾고 싶은 분들은 누구나 환영합니다.짝의 정신은 변함이 없습니다.  진심과 정직 그리고 애정!! '나는 솔로' 많은 시청 바랍니다.#나는솔로 #나는SOLO #솔로나라 #이이경 #데프콘 #송해나 #짝 #스트레인저"
"2NjskiftDuY","총각! 신문에 날 일이여! 모두가 배 터질까 걱정한 30년 전통 함흥냉면집 냉면 전메뉴 폭풍 면치기 먹방!","2023-06-02T12:45:10Z","UCysVk8dzvSydsFklSu96HSg","광마니","22","23.08.06","냉면|물냉면|비빔냉면|회냉면|홍어회냉면|함흥냉면|만두|찐만두|감자만두|맛집|동네 맛집|가성비 맛집|갓성비 맛집|냉면 맛집|함흥냉면 맛집|가성비 냉면|갓성비 냉면|청량리 맛집|청량리 냉면|청량리 함흥냉면|청량리역 맛집|청량리역 냉면|청량리역 함흥냉면|제기동 맛집|제기동 냉면|제기동 함흥냉면|청량리 시장골목|청량리 먹자골목|청량리 통닭골목|청량리 냉면골목|면치기|미식가|대식가|푸드파이터|먹방|mukbang|eatingshow","438926","0","0","652","https://i.ytimg.com/vi/2NjskiftDuY/default.jpg","False","True","광마니 채널에서는 광고나 협찬을 일절 받고 있지 않습니다. 너그러운 마음으로 양해 부탁드립니다.E-mail : Kwangmanito@naver.comInstagram : Kwangmanito▼촬영 이야기▼유튜브 시청자 여러분, 마니또 친구들 오늘도 열심히 사시느라 수고 많으셨습니다.마니마니 광마니입니다~^^이번에 방문한 곳은 서울특별시 동대문구 제기동에 위치한 냉면전문점 '청량리함흥냉면'입니다.청량리역 앞에는 '청량리먹자골목'과 '청량리통닭골목'이 있는데요.그 부근에는 매운맛으로 유명한 할머니냉면을 비롯하여 다미옥, 춘천냉면, 소문난냉면, 경동함흥냉면, 한성냉면 등 많은 냉면 가게들이 모여 있는 '냉면거리'가 조성되어 있습니다.오늘은 그곳 중에 유일하게 '자가제면'을 한다는 청량리함흥냉면을 찾아가 봤어요.주문 전에 보통맛, 매운맛을 선택할 수 있었고 온육수와 냉육수를 셀프로 먹을 수 있었어요.사장님께서 직접 담그신 육수는 동치미 베이스였고요.추가로 양지, 갈비, 그리고 각종 채소, 누룽지가 들어갔다고 해요.온육수, 냉육수가 정말 맛있어서 보온병에 담아 가고 싶을 정도로 였어요.공장 건면이 아닌 자가제면이라 면발이 너무 부드럽고 잘 끊겨서 먹기가 너무 편했어요.비빔냉면에 감자만두를 싸서 면치기 크게 한 번하고 온육수를 꿀꺽 먹으니 이보다 좋을 수가 없었어요.이미 유튜브 영상을 통해 많이 보아왔던 청량리함흥냉면은 알고 있던 데로 가격도 좋고 맛도 좋고 사장님도 친절하셨어요.무더운 여름 청량리냉면거리에 가서 시원하게 더위를 날리실 수 있도록 냉면 한 그릇 어떠실까요? 어허허헣촬영하는 내내 유쾌하고 다정하게 대해주신 사장님께 정말 진심으로 고맙습니다.오늘도 여러분 덕분에 제가 유튜브를 할 수 있다는 사실에 하루하루 감사를 느끼며 지내고 있어요.1일 1광 잊지 마시고 오늘도 끼니 거르지 마시고 마니 마니 드세요.늘 초심 잃지 않는 제가 되도록 노력할게요. ^^#냉면 #물냉면 #비빔냉면 #회냉면 #함흥냉면 #만두 #감자만두 #자가제면 #청량리먹자골목 #청량리시장골목 #면치기 #대식가 #푸드파이터 #먹방■ 청량리함흥냉면ㆍ서울특별시 동대문구 홍릉로5길 15-3 (제기동 466)ㆍ오전 11시 ~ 오후 8시 (마지막 주문 오후 7시 30분, 연중 무휴)ㆍ02-960-6761■ 가격ㆍ냉면 7,000원ㆍ곱빼기 8,000원ㆍ회냉면 9,000원ㆍ회곱빼기 11,000원ㆍ감자만두 5,000원ㆍ사리 3,000원■ 사용 장비 목록ㆍ카메라 : 미러리스 캐논 RP 2대, M50 2대ㆍ렌즈 : 캐논 RF 15-35mm F2.8L IS USM, 캐논 RF 24-105mm F4-7.1 IS STM, 캐논 EF-M 11-22mm  F4-5.6 IS STMㆍ휴대폰 : Galaxy20 Ultra, Galaxy 7ㆍ액션캠 : 고프로 히어로9 블랙(2대)ㆍ핸드폰 삼각대 : YOUITCH TRIPOD SELFIE STICK (YSS-WT800)ㆍ미니 삼각대 : 조비 고릴라포드 (JOBY GORILLA POD + 볼헤드 1K, 3K)ㆍ큰 삼각대 : 레오포토 LX-225CT + XB32Q 10X 카본삼각대 트래블러ㆍ오디오 : 녹음기(소니 ICD-TX650)ㆍ편집 : 맥북프로 2021 16인치(파이널 컷), 삼성 오디세이(프리미어), 근성■ BGMㆍLittle Fish - Quincas MoreiraㆍTropic - Anno Domini BeatsㆍHeavenly - Aakash Gandhi"
"IV7UXfOMiWw","[8강 대한민국 vs 나이지리아 하이라이트] 대한민국 4강 진출! 최석현의 헤더골","2023-06-04T20:20:07Z","UCArK9MK34LsQzPJrl5TZmYA","MBC스포츠탐험대","17","23.08.06","MBC|스포츠","233575","0","0","345","https://i.ytimg.com/vi/IV7UXfOMiWw/default.jpg","False","True","2023년 6월 5일U-20 월드컵 8강 대한민국 vs 나이지리아의 경기길고 힘든 싸움 끝에연장전 세트피스 상황에서 터진 최석현의 헤더골! 대한민국은 4강에 진출합니다!#대한민국 #나이지리아 #이영준 #최석현 #8강 #U20월드컵"
"C_EvVfflM8s","야생에서 블록 20만개로 땅 속에 바이옴 모아서 딥다크시티 입구 만들기","2023-06-02T07:59:37Z","UCzgNzUJkXaUbVgHyiycQ2Zw","휘용 Hwiyong","20","23.08.06","마인크래프트|노가다|마인크래프트 건축|건축|마인크래프트 노가다|마인크레프트|건축 노가다|휘용|휘용 건축|마크 휘용|minecraft|minecraft bulid|creative|레고|마인크래프트 레고|야생 건축|마크 야생 건축|노가다 야생","651022","0","0","716","https://i.ytimg.com/vi/C_EvVfflM8s/default.jpg","False","True","#야생 #레고 #건축 #마인크래프트 #바이옴[영상에 활용된 레고]레고® 마인크래프트® 21246 깊고 어두운 전장레고® 마인크래프트® 21244 검의 전초기지레고® 마인크래프트® 21245 판다의 안식처버전 : 1.19.2쉐이더 : 실더스모드 : 리플레이모드하이라이트 BGM은 돈 내고 라이센스를 구매한 음원입니다유료음원사이트 : https://artlist.io/휘용-2130645이 링크를 타고 추가혜택을 받으시면 저에게도 혜택이 있습니다다른 BGM - 유튜브라이브러리-----contact : gnldyd1335@gmail.com------멤버십 : https://www.youtube.com/channel/UCzgNzUJkXaUbVgHyiycQ2Zw/join------Timestemp00:00 오프닝00:27 워든 바이옴 찾기02:50 신호기 만들기04:14 바닥 파기08:15 바이옴 만들기10:30 하이라이트12:44 아웃트로----각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com"
